DOCID,LEWISSPLIT,DATE,TOPICS,TITLE,BODY
4050,TRAIN,12-MAR-1987 00:37:11.96,[],japanese bankruptcies decline in february,japans corporate bankruptcies in february fell 108 pct from january to 1071 cases and total debts dropped 494 pct to 14940 billion yen the tokyo commerce and industry research co said february bankruptcies fell 149 pct from a year earlier the 26th straight monthly decline and debts fell 543 pct the lower number of bankruptcies in february reflected a relaxation of money market conditions and reduced bill settlements due to fewer operating days it said bankruptcies caused by the strength of the yen against the dollar totalled 69 or 64 pct of those in february with debts of 2552 billion yen the research firm said this compared with 64 with debts of 12559 billion yen in january it said currencylinked bankruptcies since november 1985 when the dollars depreciation against the yen began to affect japanese exportlinked firms totalled 772 with cumulative debts of 66053 billion yen it said the value of the yen against the dollar rose to an average 15349 yen per dollar in february from 18462 a year earlier bankruptcies usually decline in the first quarter of the year due to fewer operating days and for seasonal reasons bankruptcies are expected to increase in the quarter starting april 1 due to expectations of slow consumer spending low wage increases for the 198788 fiscal year which starts in april and slow capital spending by manufacturers the company said bankrupcties among exportlinked subcontractors will rise due to a recent shift by major manufacturers to overseas production it added reuter
4051,TRAIN,12-MAR-1987 00:55:57.87,['ship'],bangladesh port workers end strike,cargo handling resumed at bangladeshs chittagong port today after 7000 workers ended their three day walkout triggered by a pay dispute port officials said loading and unloading of 14 ships stranded by the strike started this morning and will be completed as quickly as possible they said the strikers returned to work after an agreement was reached last night between port authorities and the port workers association they said without giving details reuter
4052,TRAIN,12-MAR-1987 01:01:34.13,['acq'],leighpemberton opposes takeover protection rules,the bank of england does not favour the introduction of rules to shield companies from hostile takeover attempts its governor robin leighpemberton said instead merchant banks advising bidding companies must show restraint and responsibility to avoid the excesses that have marred recent takeovers he told the yorkshire and humberside regional confederation of british industries annual dinner leighpemberton also called on companies to improve ties with institutional investors suggesting representatives of those institutions be granted seats on the boards of directors of companies they invest in boards cannot expect protection from unwelcome predators for that is but a short step from saying that they should be protected from their own shareholders who are after all the proprietors of the company leighpemberton said he added takeovers and mergers had an important role to play in furthering economies of scale integration and more efficient market penetration the degree of success or failure of a takeover has not in my experience depended on whether or not the takeover was contested he said leighpemberton noted there had been excesses in takeover activity in the recent past the aim is to pressurise a companys management into action dedicated solely to a favourable impact on the share price in the shortterm partly or even primarily at the expense of the future he said such bids often depend for their success on creating a highlycharged and artificial situation in the share market and give rise to temptations on both sides of the battle to engage in aggressive even manipulative tactics that are immensely damaging to the interest of the shareholders he said in a clear reference recent events he said those in the city who act for companies or individuals must i suggest be ready to accept a full measure of responsibility even if it entails opprobrium for the transactions that may result they should exercise the most careful judgment at the outset with respect to the clients for whom they act and the activities contenplated those who sow wind cannot expect the whirlwind to visit elsewhere he added reuter
4053,TRAIN,12-MAR-1987 01:26:07.06,[],tokyo stock index rises 15720 to third straight record close of 2147020,
4054,TRAIN,12-MAR-1987 01:45:37.55,['pet-chem'],tonen sekiyu and exxon unit studying resin project,tonen sekiyukagaku kk and exxon chemical co a petrochemical division of exxon corp xon said they agreed to accelerate a study to set up an equallyowned joint venture to make waterwhite resin in japan details of the venture to be based on exxon chemical technology will be set later the companies said waterwhite resins are widely used in adhesive applications for baby nappies medical tapes and other bonding agents tonen is a whollyowned subsidiary of toa nenryo kogyo kk tnent which is owned 25 pct by exxon corp reuter
4055,TRAIN,12-MAR-1987 02:20:30.27,['acq'],japanese purchase of us hightech firm opposed,commerce secretary malcolm baldrige has asked the white house to consider blocking the planned japanese acquisition of a major us computer and semiconductor maker us officials said yesterday the officials told reporters baldrige had serious concerns on national security grounds about the sale of schlumberger ltd slb unit fairchild semiconductor inc to fujitsu ltd itsut the officials said the sale could leave the united states overly dependent on a foreign company for equipment used in advanced missiles aircraft electronics and intelligence gathering the us officials added the sale would also worsen the strained relations between the two countries stemming from the huge japanese trade surplus the white house economic policy council would consider the sale in the coming weeks they said defence secretary caspar weinbergers position was not known but in the past he has opposed the transfer of high technology to foreign governments or companies computers made by us manufacturers are widely used in the world but tokyo told us negotiators recently it prefers local manufacturers and would not buy us supercomputers reuter
4056,TRAIN,12-MAR-1987 02:53:25.14,['cotton'],skorea to buy more cotton especially us cotton,south korea plans to import about 387000 tonnes of cotton this year compared to 225000 tonnes in 1986 trade ministry officials said more than three quarters of the total some 290000 tonnes will come from the united states that will be a 937 pct increase on 1986 when us imports totalled 150000 tonnes an official said he said the us increase is due partly to the competitiveness of american cotton and partly to efforts by seoul to reduce its trade surplus with washington south korea is the second largest importer of us cotton after japan reuter
4057,TRAIN,12-MAR-1987 02:55:47.22,"['grain', 'wheat']",awb says australian wheat sales over 10 mln tonnes,the australian wheat boards awb 198687 export program is well advanced with over 10 mln tonnes already sold awb general manager ron paice said we are certainly within reach of our 15 mln tonne export target for the year he said in a statement he did not detail the commitments already made but an awb spokesman said they include sales to egypt china iran the soviet union and iraq in the 198586 wheat year ended september 30 the awb exported a record 1596 mln tonnes paice also said the 198687 australian wheat harvest has ended after a long cool summer with 1514 mln tonnes delivered to the awb the season produced another good crop with only 02 pct of receivals being downgraded to feed quality he said however it is likely that some weatherdamaged grain was still being held on farms and further milling and feed wheat may be delivered following the recent announcement of the final guaranteed minimum price for 198687 he said paice did not give a crop estimate but the awbs february wheat australia publication put the crop at 167 mln tonnes but the awb spokesman said it is likely this estimate could turn out to be too high based on the receivals level and the final crop figure would probably be nearer to 162 mln tonnes the official estimate is not yet available in the 198586 season the awb received 1508 mln tonnes of the 1613 mln tonne crop another 422000 tonnes was retained onfarm and 620000 sold under the permit system introduced in 198485 to allow farmers to sell feed wheat to the grain trade outside the awbs receival system according to bureau of agricultural economics data reuter
4058,TRAIN,12-MAR-1987 03:05:34.83,"['acq', 'gold']",north bh sets oneforfive offer for norgold float,north broken hill holdings ltd nbhame nbh said it will offer one norgold ltd share for every five nbh shares in the float of its newly created gold offshoot the 20 cent parvalue shares will be offered at 22 cents to shareholders registered april 3 nbh said in a statement norgolds issued capital will be 2405 mln shares of which 63 pct will be held by nbh after 89 mln are issued to shareholders to raise 196 mln dlrs it said norgold will take control of a portfolio of precious metal exploration and predevelopment interests held by nbh the major gold deposit to be acquired by norgold is 100 pct of the bottle creek deposit west of leonora in western australia nbh said production of gold from the project at an annual rate of 35000 ounces is scheduled to begin early in 1988 norgold will also have a 10 pct stake in the coronation hill goldplatinum project in the northern territory and 43 pct of the poona coppergold project in south australia other gold exploration interests to be acquired by norgold are in western australia queensland new south wales and tasmania nbh said reuter
4059,TRAIN,12-MAR-1987 03:13:36.35,[],convertible yen bond brokerage fee may be cut,the tokyo stock exchange said in a statement it is considering reducing brokerage fees on yen convertible bonds the cut would be in response to a planned increase in securities transaction tax to 26 yen per 10000 yen from 45 as part of the governments proposed tax reform bills securities house managers said under the current system investors must also pay 06 pct of face value as brokerage fee to securities houses for transactions involving principal over 30 mln yen the exchanges draft revision sets brokerage fee percentage rates in inverse proportion to the size of amounts transacted market sources said details of rates on transactions under 30 mln yen have yet to be worked out an exchange spokesman said the news had little immediate impact on the convertible bond market because participants are unsure when the new rates will be introduced and because the timing of parliamentary approval of the tax reform bills is uncertain due to opposition to them securities dealers said reuter
4060,TRAIN,12-MAR-1987 03:15:32.57,[],japans overseas output forecast to rise 26 pct,the overseas production in yen terms of japanese firms should rise 26 pct in 198788 ending march after a four pct fall in 198687 a ministry of international trade and industry survey said it attributed the rise to companies moving production overseas to avoid losses due to the strong yen the survey covered 122 major firms in 17 sectors the survey called for bold moves to stimulate domestic demand to achieve the governments goal of 35 pct gross national product growth in 198788 a package of economic measures to boost the economy is expected next month the survey said japanese car output in the united states and canada would jump to two mln vehicles in fiscal 1990 from 617000 in 1986 and worldwide electronic appliance output would rise 317 pct domestic unemployment is likely to reach four pct or about 25 mln jobless in fiscal 1990 from three pct now if current trends continue recruitment in the car industry is expected to fall by 35 pct in 198788 and by 40 pct in the electronics sector the steel industry plans to cut its 150000 workforce by 27 pct by the end of 199091 and the shipbuilding coal and nonferrous metal industries all plan big cuts in 198788 reuter
4061,TRAIN,12-MAR-1987 03:24:08.77,['ship'],striking brazil seamen threaten mass resignation,striking seamen said they would offer their collective resignation rather than end their 13dayold national strike on managements terms the seamen said they were spurred to their decision after marines occupied the ship docemarte in santos harbour tuesday night they said seamen on the vessel were being forced to work under duress president jose sarneys government despatched troops to brazils ports and oil installations on tuesday seamen in santos brazils main port are in defiant mood one of their leaders orlando dos santos told reuters that most of the 1100 seamen in the port offered their resignations on wednesday the national strike headquarters in rio de janeiro said seamen were offering to resign in all the countrys main ports the strike by 40000 seamen comes as brazil faces a serious debt crisis brought on by a sharp deterioration in its trade balance the country needs all the foreign exchange it can get and shipowners have been quick to denounce seamen for the harm the strike is doing to exports an advertisement placed in the newspapers by the shipowners association read the seamens strike is illegal irrational and unpatriotic the seamen respond that they cannot live on their present salaries according to officical pay lists available in the unions office the basic pay for ordinary seamen is 1977 cruzados a month while various allowances can bring their total pay up to 4000 cruzados a month at the other end of the scale captains earn 7993 cruzados a month basic pay which is brought up to 15229 cruzados with allowances brazils seamen are the second worst paid in the world after ghanas dos santos said he said the seamen had not received a pay increase since february 1986 and prices have doubled since then with the collapse of the governments cruzado plan price freeze talks in rio de janeiro wednesday involving labour minister almir pazzionotto seamen and employers failed to resolve the dispute the seamen are demanding pay raises of about 200 pct but have been offered less than half that reuter
4062,TRAIN,12-MAR-1987 03:29:02.58,['reserves'],german net currency reserves rise 400 mln marks to 870 billion bundesbank,
4063,TRAIN,12-MAR-1987 03:33:11.39,['coffee'],indonesian coffee production may fall this year,indonesias coffee production in 198687 ending september 30 may fall slightly from last years level of 360000 tonnes dharyono kertosastro chairman of the association of indonesian coffee exporters told reuters he said shade trees had been damaged by pests and this may have affected the crop though it remains to be seen how seriously indonesias main crop is harvested next month he gave no figure for expected output except to say it would probably be down a little from 198586 he said stocks were about normal at 90000 tonnes kertosastro predicted that exports were unlikely to rise much from last years level of 320000 tonnes i expect exports will be a bit more maybe 330000 tonnes but not above that he said exports in 198586 were valued at 944 mln us dlrs but the value could fall by 30 pct this year because of low prices he added dharyono said production was behind a five year plan target of 420000 tonnes for the current year but indonesia is trying to boost output through introduction of higher yielding seeds better training for farmers and increased use of fertilizers reuter
4064,TRAIN,12-MAR-1987 03:35:55.06,['acq'],renouf sells 1083 pct nzi stake to brierley,renouf corp ltd said it sold its 1083 pct stake in nzi corp ltd to brierley investments ltd bil for 2077 mln nz dlrs renouf managing director mike cashin said in a statement it had been renoufs intention to build up a longterm strategic position in nzi but it became clear to us that it was in the best interests of both nzi and ourselves for brierley investments to acquire our holding he said he said renouf built up its nzi holding over the past six months the sale comprised 749 mln shares at 2725 nz dlrs a share and 2095 warrants at 1709 dlrs each the warrants are attached to a 150 mln swiss franc note issue each bond of 5000 francs carries a detachable warrant entitling the bearer to 2486 nzi shares in its 1986 annual report bil reported that it held a 19 pct stake in nzi nzi has 6734 mln ordinary shares on issue total capital including shares attached to warrants is 6788 mln shares cashin said the sale will result in a significant profit and places renouf in a good position to consolidate on recent transactions and pursue other opportunities nzi shares were at 218 nz dlrs bil at 408 and renouf at 615 at the close of trading bil executives were unavailable for comment reuter
4065,TRAIN,12-MAR-1987 03:41:22.87,['earn'],boliden ab blds st 1986 results,group loss after financial income and expenses 108 billion vs loss 71 mln crowns sales 1238 billion crowns vs 616 billion no proposed dividend vs 10 crowns note the company this year consolidated wholesale and investment conglomerate ahlsell ab reuter
4066,TRAIN,12-MAR-1987 03:43:21.65,['gold'],britain to mint new britannia gold coin,britain will from next autumn mint and market a new bullion coin called the britannia containing one ounce of 24 carat gold together with bullion coins of smaller denominations a treasury official said the new investment coin to be sold worldwide will fluctuate in price according to the international price of gold the smaller coins will be in denominations of a half ounce a quarter ounce and a tenth of an ounce reuter
4067,TRAIN,12-MAR-1987 03:46:15.91,['earn'],saudi banks face further lean period,saudi arabias 11 commercial banks are reporting a further decline in profits for 1986 as increasing provisions have to be set aside to cover the burden of non performing loans bankers in the saudi capital said the need to build reserves for bad and doubtful debts may start to decline a little this year but the kingdoms still sluggish economy and legal problems hampering traditional lending operations mean earnings will remain vulnerable one senior bank credit officer said the work is largely done in terms of identifying bad loans and making provisions but banks are still going to face difficulties earning money the sudden decline of saudi arabias corporate sector in 1983 culminating in a number of debt reschedulings has taken a heavy toll of bank profits with first results now appearing for 1986 showing a fourth successive year of broad decline the cumulative net 1985 earnings of the kingdoms banks had sunk to 8279 mln riyals from 266 billion in 1982 before world oil prices tumbled of the kingdoms nine jointventure banks which operate on the gregorian calendar year four have already reported and revealed a further profits decline or net loss for 1986 at the expense of increased provisions the newest and smallest of the joint ventures united saudi commercial bank uscb reported a 1986 net loss of 159 mln riyals marginally less than 1985s shortfall of 170 mln profits before provisions were sharply higher in part reflecting an 18 pct staff cut last year but the bank nearly trebled the amount set aside against bad and doubtful loans to 60 mln riyals from 22 mln in 1985 other results released so far show saudi american bank samba reporting a 538 pct fall in 1986 net profit to 807 mln riyals while al bank al saudi al fransi known as saudi french slid 14 pct to 949 mln riyals both saudi american owned 40 pct by citicorps ccin citibank na and saudi french 40 pct owned by banque indosuez increased provisions sharply arab national banks net profit fell 178 pct to 1521 mln riyals and provisions were more than doubled to 866 mln riyals bankers said there are first signs that the number of non performing loans has stopped growing as the decline in the saudi economy bottoms out few are willing to predict a sharp upturn in economic activity but one banker said the top 50 pct of the saudi banks are now at or close to international levels on provisions from 1982 to 1985 the kingdoms largest bank national commercial bank ncb stashed away 17 billion riyals in provisions or 89 pct of its total loans and advances to the private sector bankers calculated between 1982 and 1985 riyad bank ncbs rival as the second biggest of the two allsaudi shareholding banks had covered 128 pct of its loans and advances both banks operate on an islamic year that does not coincide with the other nine although the saudi arabian monetary agency sama has been tightening supervision there is still no standardised rule for declaring loans as nonperforming bankers say this makes comparison of profit figures difficult because some banks still book nonaccruing interest as revenue while others follow more conservative practices in force in major world financial centres bankers generally said ncb riyad bank and the jointventures samba saudi french and arab national bank rank as the strongest earners other banks such as saudi british bank 40 pct owned by the british bank of the middle east are disadvantaged by a relatively low deposit base saudi british slashed 1985 profit 91 pct to just 91 mln riyals and 1986 accounts due soon are expected to show another low figure but the bank has traditionally been one of the most conservative in making provisions bankers said sama has proved it is not prepared to see a saudi bank go under and not only supported saudi cairo bank after its troubled 1985 accounts came to light but also made available cheap deposits to saudi investment bank and uscb the banks can onlend these to generate profit but generally banks are awash with liquidity since they are unwilling to risk incurring fresh nonperforming loans and while banks in more liberal financial markets can attempt to diversify away from traditional lending conservatism in saudi banking has made it difficult to generate fee income from new investment banking products one banker said operating earnings in the kingdom are not good reflecting the caution in new lending the amount of advances is showing a declining trend while the days when banks had ample funds in interestfree current accounts to invest are disappearing as saudi customers seek a better return on their money in 1979 the ratio of interestbearing accounts to current accounts was 27 to 73 pct today only about 40 pct of customer funds are held on current account reuter
4068,TRAIN,12-MAR-1987 03:46:26.27,[],japan to sell 200 billion yen in bills traders,the bank of japan will sell tomorrow 200 billion yen of financing bills under a 50day repurchase agreement maturing on may 2 to help absorb a projected money market surplus due largely to distribution of local allocation tax ahead of the march 31 fiscal yearend money traders said the yield on the bills for sales to banks and securities houses from money houses will be 39496 pct against the 39375 pct discount rate for twomonth commercial bills and the 44637 pct yield today on twomonth certificates of deposit the operation will put outstanding bill supply at about 1500 billion yen reuter
4069,TRAIN,12-MAR-1987 03:50:55.44,['acq'],guinness challenges 52 mln stg payment to lawyer,guinness plc guinl the brewing group has challenged a 52 mln stg payment to a us lawyer who says he organised its controversial takeover of scotch whisky maker the distillers co plc but attorneys for lawyer thomas ward a member of the guinness board told a court yesterday in the channel island of jersey that ward saw the payment as his reward for services in last years 27 billion stg takeover britains department of trade and industry is investigating the takeover guinness says its former chairman ernest saunders and ward breached their fiduciary duty in authorising the payment to ward via a jerseybased company marketing and acquisitions consultants and has gone to the jersey court to recover it mac said in defence documents that ward was the main negotiator in the battle for distillers against rival bidder argyll aylll group plc the bid would not have been successful but for the services of mr ward mac attorneys said in the documents submitted in court the payment was in all the circumstances reasonable proper and fully earned reuter
4070,TRAIN,12-MAR-1987 03:54:53.32,[],new uk poll says tories have sixpoint lead,britains ruling conservatives have moved into a sixpoint lead over the main opposition labour party a marplan poll published in todays guardian newspaper reports the conservatives are shown with a 38 pct share of the vote against 32 pct for labour and 27 pct for the centrist socialdemocraticliberal alliance prime minister margaret thatcher has until june 1988 to call a general election but most political analysts expect her to go to the country some time this year reuter
4071,TRAIN,12-MAR-1987 03:57:03.02,['coffee'],indonesia pressing for compromise over coffee,indonesian coffee exporters are preparing for a period of depressed prices while urging their government to lobby for a resolution of the deadlocked issue of export quotas the chairman of the association of indonesian coffee exporters aice told reuters dharyono kertosastro said in an interview that indonesia the worlds third largest producer is trimming costs and improving its marketing while seeking a compromise on quotas but as long as brazil sticks to its hardline position we can never bridge the gap dharyono said indonesia was one of a group of eight producing countries along with costa rica the dominican republic ecuador honduras india papua new guinea and peru which proposed a new quota system at last months failed international coffee organistion ico talks in london brazil which would have had its quota reduced under the group of eight scheme blocked the proposal aice officials are now hoping colombia can use its contacts with brazil to suggest a compromise edward muda an aice official who attended the ico negotiations said latin american members of the group of eight were in contact with colombia the worlds second largest producer but gave no details colombia has shown interest because they will gain from a compromise without one they will suffer if the present market stays like it is muda said he said indonesia was in contact with consumers such as the us japan the netherlands west germany and canada ahead of an ico executive board meeting scheduled for april 1 dharyono said the aice will send delegations to the us and japan to brief indonesian embassy officials there and press them to present indonesias case more firmly he urged the indonesian government to do more to help the countrys coffee traders through the ico negotiations muda said the group of eight had some common ground with the big consumers because they agreed on the need for basing quotas on what he termed realistic criteria the breakaway group believes the old quota system which gives brazil a 30 pct share of the quota exports does not reflect uptodate supply and demand trends brazil has stuck rigidly to its insistence that the old system be applied export quotas were suspended in february 1986 when market prices surged because of the failure of the brazilian crop although prices have long since come down to a point where export controls could be reintroduced producers and consumers at the 75member ico have not been able to agree on new guidelines brazil and the us the largest consumer are both refusing to alter their positions dharyono said if new quotas are not agreed he believed indonesia was well placed to survive low prices indonesian farmers are trimming production costs and the aice is improving its marketing system dharyono said indonesias coffee output in 198687 ending september 30 is expected to stagnate or fall slightly from last years level of 360000 tonnes he said he said stocks at 90000 tonnes were about average for the time of year reuter
4072,TRAIN,12-MAR-1987 03:58:55.15,[],genentech convertible bond upped to 150 mln dlrs,the convertible eurobond issue announced yesterday for genentech inc geneo has been increased to a total of 150 mln dlrs from 100 mln credit suisse first boston ltd csfb said as lead manager the coupon has been set at five pct and conversion price at 74 dlrs per share which represents a 2385 pct premium over genentechs stock closing level of 5975 on the new york stock exchange last night payment date has been brought forward to march 27 from march 30 and the bonds will mature on march 27 2002 reuter
4073,TRAIN,12-MAR-1987 04:15:19.30,[],hydro quebec issues canadian dlr bond,hydro quebec is issuing a 125 mln canadian dlr bond due april 21 1997 paying nine pct and priced at 10034 pct lead manager merrill lynch international said the bond is available in denominations of 1000 and 5000 dlrs and will be listed in luxembourg fees comprise 114 pct selling concession and 38 pct each for management and underwriting pay date is april 21 reuter
4074,TRAIN,12-MAR-1987 04:21:57.20,['earn'],japanese corporate earnings recovery predicted,japanese corporate earnings will rise 89 pct in fiscal 198788 for the first yearonyear increase in three years partly because of the yens stable exchange rate the nomura research institute said sales of all industries are predicted to rise 19 pct in the year which starts april 1 the research arm of nomura securities co said in a statement recurrent profits were estimated to fall 20 pct in the current fiscal year with sales forecast to drop 14 pct the forecast assumes an average rate of 1485 yen to the dollar in 198788 compared with 160 yen in the current year corporate efforts to cope with the yens appreciation such as cutting production costs are expected to bear fruit next fiscal year the institute said the economy should also benefit from pumppriming expected from the government and a halt in rising prices of manufactured goods it said recurrent profits of manufacturing industries are projected to rise 296 pct next fiscal year against an estimated 401 pct fall in the current year nonmanufacturing sector profits will decline 45 pct in 198788 against an estimated 22 pct rise in the current year it said reuter
4075,TRAIN,12-MAR-1987 04:23:22.95,['earn'],boliden says results burdened by loss writeoff,swedish mining and metals group boliden ab blds st forecast a return to profitability during 1987 after recording a 108 billion crown 1986 loss burdened by a massive writeoff the company which consolidated the swedish wholesale and investment conglomerate ahlsell ab this year said the result included restructuring costs and writeoffs of 802 mln crowns these costs have arisen as a results of a change of direction for the group they are mainly oneoff but they have burdened the annual accounts the company said in a statement boliden said the companys liquid assets were 136 billion crowns at yearend which together with an investment portfolio of 160 billion made it one of the most liquid swedish companies as a result of the 1986 losses the board proposed cancelling dividend for the year although it predicted a return to profitability during 1987 the statement added swedish tyres process equipment and components firm trelleborg ab has taken a majority stake in boliden since the beginning of this year trelleborg then said it had no plans for consolidating boliden reuter
4076,TRAIN,12-MAR-1987 04:27:16.27,"['oilseed', 'soybean']",taiwan buys 27000 tonnes of us soybeans,the joint committee of taiwans soybean importers awarded a contract to richco grain ltd of new york to supply a 27000tonne cargo of us soybeans a committee spokesman told reuters the shipment priced at 21034 us dlrs per tonne c and f taiwan is set for delivery between march 20 and april 5 he said taiwans soybeans imports in calendar 1987 are targetted at 181 mln tonnes against an actual 174 mln tonnes imported in 1986 he said all the imports come from the us he added reuter
4077,TRAIN,12-MAR-1987 04:30:21.97,"['grain', 'wheat', 'sugar']",china january wheatsugar imports below year ago,chinas wheat imports in january were 218000 tonnes down from 393000 in january 1986 the china daily business weekly said quoting customs figures it said imports of sugar were 25165 tonnes down from 54000 but exports of rice rose to 71144 tonnes from 20000 it gave no more details reuter
4078,TRAIN,12-MAR-1987 04:31:00.79,"['bop', 'trade']",french 1986 current account surplus revised,the french 1986 current account balance of payments surplus has been revised slightly upwards to 258 billion francs from the 254 billion franc figure announced last month the finance ministry said this compares with a 15 billion deficit in 1985 and while it is the first surplus since 1979 is substantially lower than the 50 billion surplus forecast by the previous socialist government before they lost office in march last year net longterm capital outflows rose sharply to 705 billion francs last year from 88 billion in 1985 largely due to a major program of foreign debt repayment the ministry said in the fourth quarter alone the unadjusted surplus rose to 141 billion francs from 66 billion the previous quarter but the adjusted surplus fell to 74 billion from 91 billion fourth quarter medium and longterm foreign debt repayments exceeded new credits by 11 billion francs reuter
4079,TRAIN,12-MAR-1987 04:34:21.52,[],salomon raises size of cmo to 350 mln dlrs,salomon brothers international inc said it has raised the size of its collateralised mortgage obligation trust 23 to 350 mln dlrs from the 228 mln dlrs announced yesterday all other terms of the issue remain the same salomon said reuter
4080,TRAIN,12-MAR-1987 04:39:07.73,['gnp'],malaysia optimistic over economic outlook for 1987,malaysias central bank bank negara said the economic outlook for 1987 is good in view of a marked improvement in commodity and oil prices in the later months of last year it said in its latest quarterly review that real gross domestic product averaged an annual growth of 11 pct over the first nine months of last year compared with a decline of 01 pct in the corresponding period in 1985 growth was generated mainly by the manufacturing sector it added reuter
4081,TRAIN,12-MAR-1987 04:57:54.22,['earn'],rowntree reports pretax profit at 84 mln stg,rowntree mackintosh plc rwntl announced it made a pretax profit of 84 mln stg in the 53 weeks ending january 3 1987 compared with 793 mln stg in the previous year turnover was up to 129 billion stg from 12 billion a final dividend of 92p was proposed after a final 82p last year earnings per share rose to 35p from 348p the results were broadly in line with market expectations leaving shares at 499p in early trading up one pence from yesterdays close but slightly off preannouncement opening levels profit on ordinary activities after tax was 662 mln stg up from the previous years 607 mln the uk remained rowntrees largest centre for trading profits accounting for 479 mln stg up from 453 mln in 1985 profit from its second largest geographical area north america slipped to 347 mln stg from 372 mln north american profits were affected by the fall of the value of the dollar operations in continental europe made 78 mln stg in trading profit up from 34 mln with 40 mln stg made in australasia up from 23 mln and 113 mln stg from the rest of the world against 131 mln in the previous year extraordinary items amounted to a 113 mln debit after a 165 mln debit previously a company spokesman said this represented additional provisions for the cost of rationalisation plans announced in earlier years rowntree expects north american operations will this year ahead of company expectations be of the same order as those from the uk and the rest of europe combined the statement said a spokesman said no specific figures had been forecast acquisitions will continue to be sought worldwide including further moves in the speciality retailing business which rowntree first entered in 1983 the statement said rising profit from europe this year was forecast by chairman kenneth dixon in a statement he added the performance of seven businesses bought last year was encouraging the uk confectionery side gained market share and increased trading margins the sunpat british grocery concern increased profit and rowntrees small health food business holgates raised earnings 10fold the statement said offsetting factors included currency movements which cost the company nearly 50 mln stg sales tax hurt canadian profits on confectionery operations and the company faced strong competition in the uk snack and mid east export markets reuter
4082,TRAIN,12-MAR-1987 04:58:20.18,[],nz budget deficit widens in 10 months to january,new zealands budget deficit in the 10 months to january widened to 437 billion nz dlrs from 341 billion in the 10 months to january 1986 government figures show revenue rose to 1292 billion dlrs from 1082 billion while spending climbed to 1728 billion from 1424 billion taking into account expenditure on major energy project debt totalling 228 billion as against nothing in the earlier period total net expenditure was 1957 billion dlrs finance minister roger douglas said in a statement the deficit was on course for the yearend forecast douglas said net expenditure to this point in the year was about as we would have expected it to be while revenue was slightly ahead of forecast he said revenue before provisional tax flows is looking encouraging at this stage in the year but he said considerable uncertainty remains about the yearend revenue result because of difficulty predicting the size of march tax collections reuter
4083,TRAIN,12-MAR-1987 05:00:05.17,"['oilseed', 'rapeseed', 'soybean', 'sunseed']",rise seen in french rapeseed soybean sowings,frances oilseed and bean cooperatives federation ffcop said it expected french rapeseed sowings for the 1987 harvest to rise by between 546 pct and 675 pct to between 600000 and 650000 hectares from 388000 planted last year its latest estimates also suggested a 667 pct rise in soybean sowings to 80000 ha from 48000 last year sunflower sowings were expected to increase by between 86 pct and 146 pct from 829000 ha pea sowings are estimated likely to rise 277 pct to 350000 ha against 274000 while field bean sowings are forecast unchanged at 40000 reuter
4084,TRAIN,12-MAR-1987 05:00:31.24,['trade'],china trade deficit falls in january,chinas trade deficit in january fell to 310 mln dlrs from 460 mln in january 1986 the china daily business weekly said quoting customs figures the paper said exports fell to 175 billion dlrs from 184 billion and imports fell to 206 billion from 23 billion reuter
4085,TRAIN,12-MAR-1987 05:01:23.96,['earn'],jacobs suchard ag jaczz 1986 year,net 1909 mln swiss francs vs 1504 mln turnover 524 billion vs 538 billion dividend 160 per bearer vs 155 francs 32 francs per registered vs 31 francs 16 francs per participation certificate vs 1550 francs cash flow 2943 mln vs 2426 mln note confirms forecast of results issued in january operating profit 3376 mln vs 265 mln depreciation 1034 mln up 122 pct capital spending 846 mln down 157 pct reuter
4086,TRAIN,12-MAR-1987 05:02:18.64,[],ericsson wins second bundespost order,swedens telefon ab lm ericsson eric st said one of its units won a contract worth 75 mln dlrs from the west german ptt taking the value of orders signed with the bundespost in the past few days to 475 mln dlrs the latest order for ericsson information systems is for 2000 alfaskop computer terminals to be supplied over the coming two years the company said in a statement on tuesday the ericsson subsidiary announced a 40 mln dlr contract from the bundespost to deliver personal computers and related equipment reuter
4087,TRAIN,12-MAR-1987 05:03:42.43,['earn'],british telecom third quarter pretax profit 506 mln stg vs 452 mln,
4088,TRAIN,12-MAR-1987 05:04:25.60,['money-fx'],bank of england offers early help in money market,the bank of england said it had invited the discount houses to make an early round of bill offers to help offset a large liquidity shortage in the money market it estimated the shortage at around 155 billion stg one adverse factor being the unwinding of a sale and repurchase agreement with the market having to buy back bills worth 542 mln stg from the bank bills maturing in official hands and the treasury bill takeup would drain 957 mln stg wile exchequer transactions and a note circulation rise would take out 15 mln and 25 mln respectively above target bankers balances would add 10 mln reuter
4089,TRAIN,12-MAR-1987 05:11:36.01,['earn'],british telecom 3rd qtr ended dec 31,shr 51p vs 42p making 153p vs 127p for nine months pretax profit 506 mln stg vs 452 mln making 151 billion stg vs 135 billion net profit before minorities 320 mln vs 268 mln making 960 mln vs 807 mln note companys full name is british telecommunications plc btyl third quarter turnover 240 billion stg vs 211 billion making 701 billion vs 616 billion for nine months operating profit 578 mln vs 520 mln making 172 billion vs 156 billion net interest payable 72 mln vs 68 mln making 208 mln vs 203 mln tax 186 mln vs 184 mln making 552 mln vs 547 mln minorities nil vs nil making two mln vs nil reuter
