DOCID,LEWISSPLIT,DATE,TOPICS,TITLE,BODY
4270,TRAIN,12-MAR-1987 11:10:37.71,[],fieldcrest fld sells convertible debentures,fieldcrest cannon inc is raising 110 mln dlrs through an offering of convertible subordinated debentures due 2012 with a six pct coupon and par pricing said sole underwriter kidder peabody and co inc the debentures are convertible into the companys common stock at 4425 dlrs per share representing a premium of 2643 pct over the stock price when terms on the debt were set noncallable for two years the debt is rated ba2 by moodys investors service inc and bbminus by standard and poors corp the issue was increased from an initial offering of 100 mln dlrs because of investor demand reuter
4271,TRAIN,12-MAR-1987 11:10:50.56,[],norsk hydro issues 100 mln dlr bond,norsk hydro is issuing a 100 mln dlr bond due april 9 1997 carrying a coupon of 814 pct and priced at 10158 said swiss bank corp international as lead manager the issue is noncallable and will be listed on the london stock exchange payment date is april 9 fees for the issue include a 114 pct selling concession and a 34 pct combined management and underwriting fee the securities are available in denominations of 5000 dlrs each they are priced to yield 97 basis points over 10year us treasury notes reuter
4272,TRAIN,12-MAR-1987 11:10:57.84,[],philadelphia electric pe to sell bonds,philadelphia electric co said it filed with the securities and exchange commission a shelf registration statement covering up to 250 mln dlrs of first and refunding mortgage bonds proceeds will be used for the companys construction program and to reduce shortterm debt that may be incurred from time to time for interim financing of such building philadelphia electric said reuter
4273,TRAIN,12-MAR-1987 11:11:23.38,['earn'],tenney engineering inc tny 4th qtr net,shr two cts vs nine cts net 86469 vs 325937 revs 5119637 vs 6390995 12 mths shr 10 cts vs 33 cts net 354820 vs 1148476 revs 212 mln vs 232 mln reuter
4274,TRAIN,12-MAR-1987 11:11:32.89,[],medizone international inc aquires patent,medizone international inc said it acquired a patent that covers procedures for the use of the medizone therapy in deactivating certain viruses commonly associated with aids hepatitis and herpes the company said the patent covers procedures for the deactivation of the viruses in human and animal blood and the treatment of stored blood prior to transfusion medizone said the acquisition is seen as a significant step to enhance the companys proprietory position the company said the patent was acquired from an unnamed company involved in medical research and development for one million shares of its common stock reuter
4275,TRAIN,12-MAR-1987 11:11:40.83,"['money-fx', 'interest']",fed not expected to add reserves,the federal reserve is not expected to intervene in the government securities market today several economists said they said the fed does not have a much of an adding need this week and may wait until tomorrow or monday before supplying reserves but a few economists said there was an outside chance that the fed may inject reserves indirectly via a small round of customer repurchase agreements federal funds hovered at 618 pct this morning after averaging 632 pct yesterday reuter
4276,TRAIN,12-MAR-1987 11:11:45.55,['earn'],modern controls inc mocon 4th qtr net,shr 10 cts vs 11 cts net 226000 vs 236000 sales 13 mln vs 15 mln year shr 38 cts vs 45 cts net 819000 vs 1001000 sales 58 mln vs 64 mln reuter
4277,TRAIN,12-MAR-1987 11:15:00.06,['acq'],instinet inet sets meeting on merger,instinet corp said its board has scheduled a special shareholders meeting for may 21 to vote on its proposed merger into reuters holdings plc rtrsy it said shareholders of record as of april 10 will be eligible to vote at the meeting instinet said the meeting date is subject to adjustment based on the length of time needed for the us securities and exchange commission to complete its review of the filing of merger proxy materials which instinet expects to make before the end of march instinet said the filing of the preliminary merger proxy materials is tied to the finalization of audited financial statements of instinet and reuters for 1986 under a merger agreement entered into in november reuters tendered for up to 510 mln instinet common shares or about 45 pct of those not already owned by reuters as a result of the tender reuters now owns about 49 pct of instinet shares in the merger holders of remaining instinet shares will receive 850 dlrs of reuters american depositary shares for each instinet share the adss will be valued at the average of their closing prices in the 10 trading days before the effective date of the merger instinet said it expects the merger to become effective as soon as possible after shareholder approval at the special meeting reuter
4278,TRAIN,12-MAR-1987 11:15:40.77,"['grain', 'wheat']",ec grants 5000 tonnes soft wheat export licences at 13475 ecu rebate brussels trade,
4279,TRAIN,12-MAR-1987 11:15:50.35,['earn'],dayton hudson corp 4th qtr oper shr 124 dlrs vs 155 dlrs,
4280,TRAIN,12-MAR-1987 11:18:08.44,"['grain', 'barley']",ec grants licences for 35000 tonnes barley at 13735 ecus rebate brussels trade,
4281,TRAIN,12-MAR-1987 11:18:44.85,['acq'],union pacific says will sign pact in caracas on march 17 for sale of half its corpus christi refinery,
4282,TRAIN,12-MAR-1987 11:19:39.66,['acq'],cyacq offers to raise cyclops buyout to 9250 dlrsshr from 80 dlrs,
4283,TRAIN,12-MAR-1987 11:20:03.00,[],swiss regional banks set two bonds,the issuing centre of the swiss regional banks said it is launching two bond issues of 90 mln and 58 mln swiss francs the 90 mln franc 198795 issue has a coupon of 412 pct and issue price of 9975 pct while the 58 mln franc 198797 issue has a coupon of 458 pct and issue price of 9975 pct subscriptions close march 25 the funds will be partly used to repay a 45 mln franc bond maturing on april 15 reuter
4284,TRAIN,12-MAR-1987 11:20:19.11,['acq'],waste management says waiting period ends on its chemlawn bid,
4285,TRAIN,12-MAR-1987 11:21:32.11,['earn'],petrie stores corp pst regular payout,qtrly div 175 cts vs 175 cts prior pay april 20 record april 2 reuter
4286,TRAIN,12-MAR-1987 11:24:43.84,['earn'],unilever fragrance unit has lower 1986 earnings,the flavours and fragrances firm naarden international nv acquired by anglodutch food and detergents group unilever plc nv unas last year said net profits for 1986 fell 114 pct to 195 mln guilders naarden said earnings were hit by the fall in the value of both the dollar and sterling noting the figure was in line with prior expectations net profit was 220 mln guilders in 1985 earnings per share fell to 464 guilders from 548 in 1985 on turnover of 6278 mln down from 6626 mln naarden set a cash dividend of 180 guilders unchanged from last year but without last years share option for payment reuter
4287,TRAIN,12-MAR-1987 11:26:10.77,[],house subcommittee postpones fslic action,the financial institutions subcommittee of the house banking committee postponed indefinitely a session to draft legislation on the federal savings and loan insurance corp fslic the markup session was postponed after democrats on the subcommittee failed in a caucus to agree on several issues including the size of a financial rescue package for fslic a committee staff member said on tuesday the senate banking committee passed a bill to recapitalize fslic at 75 billion dlrs over two years reuter
4288,TRAIN,12-MAR-1987 11:28:34.14,['earn'],eaglepitcher industries inc epi 1st qtr net,shr 81 cts vs 81 cts net 8750024 vs 7772932 revs 1576 mln vs 1624 mln avg shrs 108 mln vs 96 mln reuter
4289,TRAIN,12-MAR-1987 11:33:29.55,"['grain', 'corn']",portugal grain agency barred from import tenders,a portuguese court has made a preliminary ruling that the state grain buying agency epac should not be allowed to take part in public import tenders open to private importers grain traders and officials said under the terms of portugals january 1986 accession to the european community ec a grain import monopoly held by epac empresa publica de abastecimento de cereais is being reduced by 20 pct annually until all imports are liberalised in 1990 private traders protested last year that epac was being permitted to take part in tenders open to them for the first liberalised 20 pct share of the countrys annual import needs the grain and oilseed importers association acico opened legal proceedings to stop epac participating in the public tenders miguel ascensao of acico told reuters that lisbons civil court in a preliminary ruling had decided epac should not be allowed to take part in tenders open to private traders trade sources said the ruling though effective immediately was subject to appeal and would have to be confirmed in further proceedings a member of the government cereals market commission said that as a result of the courts decision the commission would not be able to accept offers from epac in a public tender being held today for the import of 80000 tonnes of corn ascensao said the court ruling stated that epacs participation in the public tenders violated the clauses of portugals ec accession treaty dealing with the gradual dismantling of the state agencys import monopoly it also said the participation of epac which still controls the national grain storage and distribution network was unfair competition to the private traders traders said they believed the ecs executive commission was unlikely to get involved in the dispute preferring to leave the case to be resolved as an internal portuguese issue they the ec commission will be keeping a low profile one trader said acico says it is ready to take its case to brussels if necessary reuter
4290,TRAIN,12-MAR-1987 11:36:21.85,['retail'],us retail sales rise masks weak trend analysts,us retail sales rose sharply in february but many economists said the underlying consumer spending trend remains weak february retail sales jumped 41 pct more than the 2530 pct rise the financial markets had anticipated but januarys sales were revised down to a 74 pct drop from a previously reported 58 pct decline the trend is toward continued spending but certainly at a much more sluggish pace said don maude of midland montagu capital markets inc maude averaged out the wide swings in the retail sales data over past four months to show that the pace of consumer spending is slowing combining the latest data with a 06 pct drop in november and a 46 pct gain in december the average retail sales gain over the four months was 02 pct he said compared to to a 04 pct rise for yearoveryear sales through february you can see a pattern developing maude said i wouldnt be surprised to see a falloff in march especially since sales probably wont be boosted by auto sales as they were in february despite the weak underlying trend economists were impressed by a robust 15 pct gain in total sales excluding autos in february this compared to a revised 04 pct decline in january previously reported as a 01 pct decline the increase in nonauto sales was broadbased with gains in durable goods as well as nondurables noted ward mccarthy of merrill lynch capital markets inc it was a pretty healthy report he noted that building materials rose 18 pct in february after falling 17 pct in january general merchandise store sales gained 14 pct after a 16 pct rise in january there are signs of life in the economy mccarthy said but its jumping to conclusions to extrapolate this report into the future a 07 pct increase in disposable personal income in january which may be linked to the new tax laws probably helped boost spending in february he said a lot of people may be inadvertently underwithholding taxes from their paychecks he said when people in this country get an increase in disposable income the inclination is to go out and spend it he said economists said tomorrows release of us auto sales for the first 10 days of march will be an important indicator of how much this sector will add to first quarter spending auto sales accounted for the lions share of total february sales rising 144 pct this followed a 277 pct drop in january previously reported as a 224 pct fall due largely to the expiration of the sales tax deduction under new tax laws january 1 the commerce department noted some economists argued that the because the gain in total sales excluding autos also followed a decline in january the strength in the february report is less than impressive there is strength in the february data but thats because they were compared to low sales levels in january said said beth reiners of dean witter reynolds inc we dont see it as a precursor of continued strength durable goods sales rose 88 pct in february after falling 177 pct in january february nondurable goods sales gained 13 pct after declining 02 pct in january gasoline service station sales rose two pct in february following a 19 pct gain in january but economists said higher oil prices rather than an increased volume of gas sales probably accounted for these gains reiners also emphasized that the trend in consumer spending is weakening total retail sales on average were 123 billion dlrs in the fourth quarter of 1986 she said in january they fell to a seasonally adjusted 11752 bilion dlrs and in february rose to 12229 billion dlrs on average it looks like theyll total 120 to 121 mln dlrs in the first quartrer she said we dont look at this as indication that the economy is barrelling along the number is not really that problematic for those of us who are constructive on the bond market agreed elliot platt of donaldsen lufkin and jenrette securities corp platt does not foresee potential for tighter monetary policy on the basis of the latest retail sales report the fed is on hold now because the data have been so confusing he said before the 337000 gain in february nonfarm payroll employment i would have looked for a discount rate cut in march he said but now fed officials will have to wait for the first quarter real us gross national product data in april to sort things out reuter
4291,TRAIN,12-MAR-1987 11:37:11.73,"['earn', 'copper']",magma mgcpv sees profitable copper production,newmont mining corp nem said magma copper co anticipates being able to produce copper at a profit by 1991 assuming copper prices remain at their current levels in an information statement distributed to newmont shareholders explaining the dividend of magma shares declared tuesday newmont said magma had a net loss of 466 mln dlrs in 1986 adding this was equal to 122 cts a share newmont holders will receive 80 pct of magmas stock as a dividend of one share for each of the 30458000 newmont shares now held newmont will retain 15 pct of the stock the 1986 net loss was on a pro forma basis newmont said on a historical basis it added magma had a 1986 net loss of 581 mln dlrs on a loss from operations of 423 mln dlrs on dec 31 1986 newmont said magma had about 850 mln dlrs of net operating loss carryforwards expiring in 19992000 and about 40 mln dlrs of investment tax credit carryover expiring in 20002001 newmont said magma has pretax losses of 290 mln dlrs during the 1981 through 1985 period noting the five major us primary copper producers reported aggregate pretax losses of 19 billion dlrs during five year period newmont said magma had total sales of 3473 mln dlrs last year including copper sales of 2934 mln dlrs it said the copper sales value was up from 2676 mln dlrs in 1985 reflecting a 101 pct increase in quantity sold to 212000 short tons and a 04 pct decrease in price reuter
4292,TRAIN,12-MAR-1987 11:37:26.94,['earn'],rptinsituform of north america inc insua net,4th qtr shr nine cts vs four cts net 658159 vs 299930 revs 3770341 vs 2614224 avg shrs 7382802 vs 6747442 year oper shr 33 cts vs 18 cts oper net 2287179 vs 1045799 revs 131 mln vs 8577853 avg shrs 6874505 vs 5951612 note 1985 year net excludes 131000 dlr tax credit reuter
4293,TRAIN,12-MAR-1987 11:41:31.73,['money-fx'],fed says it sets two billion dlrs of customer repurchase agreements,
4294,TRAIN,12-MAR-1987 11:41:49.99,[],sec removes obstacle to foreign futures trading,the securities and exchange commission removed a key regulatory obstacle to trading futures on designated foreign debt securities on us exchanges the move would allow the chicago board of trade cbt to apply to the commodity futures trading commission cftc for approval of a futures contract on yen bonds the cbt has said it may apply for approval of the yen bond futures contract a cftc spokesman said the secs action which was approved by a 40 vote specifically removes a regulation against trading futures on designated foreign government debt securities on contract markets that are not located in the country that issued those securities futures on the government debt securities of japan canada and great britain can already be marketed in the united states under a designated exemption issued by the sec but the new move would permit us exchanges to apply to the cftc for approval of establishing futures contracts on those securities sec officials said the new sec move would also allow those foreign government debt securities to be marketed in the united states by countries other than those that issued the securities the officials said since the foreign government securities underlying the futures cannot be traded in the united states unless they are registered with the sec settlement and delivery of the futures would often take place in the foreign country the sec officials said the sec is also considering expanding futures trading of additional countries government securities to be marketed and traded in the united states the officials said reuter
4295,TRAIN,12-MAR-1987 11:42:14.37,[],nl industries inc nl chairman and ceo quits,nl industries inc said its chairman and chief executive officer theodore rogers resigned this morning rogers who also resigned his posts as chairman and ceo of the companys subsidiary nl chemicals was immediately replaced by harold simmons the company said simmons is president and chief executive officer of valhi inc which owns approximately 51 pct of nl industries according to the company fred montanari will remain executive vice president of nl industries and president of nl chemicals the company said rogers was the company chief executive officer since 1983 and its chairman since 1984 according to the company he retained both posts after a takeover in 1986 led by simmons th company said rogers will remain as a consultant in certain company matters nl said reuter
4296,TRAIN,12-MAR-1987 11:44:14.09,"['grain', 'wheat', 'barley', 'corn']",ec commission grants export licences trade,the european communitys ec cereal management committee granted export licences for 5000 tonnes of quality soft breadmaking wheat at a maximum export rebate of 13475 european currency units ecus per tonne traders said the committee also granted export certificates of 35000 tonnes of barley at 13735 ecus per tonne but rejected all bids for the export of soft feed wheat they said certificates were also granted for the export of 15000 tonnes of maize at a maximum rebate of 13290 ecus per tonne the traders said reuter
4297,TRAIN,12-MAR-1987 11:44:39.74,['gnp'],german banks say uncertainty about economy growing,uncertainty is growing about the prospects for the economy as orders for industry fall and companies scale back investment plans the german savings banks and giro association said exporters expect foreign demand to remain weak while industry is less optimistic than it was the association said in a report however last months agreement among the six leading western industrialized countries to keep currencies around present levels was expected to be a stabilizing influence for exporters it added the banking association said the possibility of using monetary policy to stimulate the economy should not be overestimated another small drop in already low interest rates could not be expected to cause any significant rise in purchases of consumer or capital goods it said the bundesbanks halfpoint cuts in the discount and lombard rates in january have largely exhausted the scope for any further monetary moves the association added on tuesday the federal statistics office said gross national product stagnated in real seasonally and calendar adjusted terms in the fourth quarter of 1986 compared with the third quarter the economics ministry commenting on the figures said gnp in the 1987 first quarter was also expected to be relatively weak bank economists have forecast the economy will either stagnate or contract slightly in the first quarter official firstquarter figures are due in early june reuter
4298,TRAIN,12-MAR-1987 11:45:22.18,"['money-fx', 'interest']",fed adds reserves via customer repurchases,the federal reserve entered the us government securities market to arrange two billion dlrs of customer repurchase agreements a spokeswoman said dealers said federal funds were trading at 618 pct when the fed began its temporary and indirect supply of reserves to the banking system reuter
4299,TRAIN,12-MAR-1987 11:49:53.86,[],kodak ek reaffirms commitment to photography,eastman kodak co said it will build a major facility here for the production of color film reaffirming its commitment to its core photographic business kodak said the plant will cost more than 200 mln dlrs to build and will be staffed by about 250 people who will be transferred from existing manufacturing operations it said the plant should be operational by the fall of 1990 kodak said it does not intend to shut down any current capacity as anticipated growth in demand for photography products will offset the additional capacity the company also said the facility will position it well into the 21st century in the photography business it said the plant will initially produce color films for the professional and motion picture industry kodak also said it will maintain its rochester site as the center of its photographic technology operations we have been encourgaged that in recent years this community and new york state have been working hard to improve the business climate for manufucturing said william f fowble kodaks sernior vicepresient and general manager of manufacturing we assume thesse efforts will continue reuter
4300,TRAIN,12-MAR-1987 11:50:04.59,[],colorocs clrx signs pact with sharp,colorocs corp said it signed a manufacturing agreement with sharp corp shrp of japan for sharp to build colorocs fullcolor copier no other details of the agreement were disclosed but the company said more details would follow shortly reuter
4301,TRAIN,12-MAR-1987 11:51:22.76,['acq'],waiting period ends on waste managementwmx bid,waste management inc said it received notice of early termination of the hartscottrodino waiting period for its 270 mln dlr takeover bid for chemlawn corp chem the waiting period was terminated march 11 waste management said chemlawn has rejected waste managements 27 dlrs a share bid it has said it was talking with other parties about selling its business reuter
4302,TRAIN,12-MAR-1987 11:53:23.29,['earn'],asa ltd asa 1st qtr feb 28 net,shr 142 dlrs vs 161 dlrs net 136 mln vs 155 mln note net asset value per share 7772 dlrs vs 5435 dlrs reuter
4303,TRAIN,12-MAR-1987 11:57:31.53,['acq'],investors to raise cyclops cyl tender price,cyacq corp an investor group bidding for cyclops corp said it would raise its outstanding tender offer price for cyclops common to 9250 dlrs a share from 80 dlrs if certain conditions were met the increased offer would exceed the 9025 dlrs a share price offered by dixons group plc in a tender offer for cyclops that is part of a definitive agreement to acquire the pittsburghbased maker of carbon tool and specialty steel products cyacq includes audiovideo affiliates inc and citicorp capital investors ltd and other investors cyclops has about 41 mln shares outstanding for the tender price to be raised cyclops must provide cyacq with all nonpublic information provided to dixons group and cyacq must be satisfied with financial projections made in offering material by dixons based on the information cyacq said additionally dixon groups rights to buy cyclops common and its rights to fees or expenses if the dixoncyclop merger agreement is broken must be rescinded cyacq said cyacq said financial projections it developed for cyclops were materially lower than the financial projections provided by cyclops to dixons group a cyclops spokeswoman said the company had no details of the new cyacq proposal and could not comment we have nothing in hand she said in addition to making specialty metal products cyclops also operates about 115 specialty stores that sell consumer electronics products the stores are located in 17 states concentrated in the northeast northwest and southwest cyclops employs about 8900 people in pennsylvania ohio and other states it also has interests in nonresidential construction in 1986 cyclops earned 213 mln dlrs or 526 dlrs a share on sales of 15 billion dlrs compared to 1985 earnings of 262 mln dlrs or 620 dlrs on sales of 14 billion the spokeswoman said the agreement with dixons group calls for cyclopss steel and construction businesses to be sold to a unit of alleghany corp y for about 110 mln dlrs once the merger is completed a cyacq spokesman said the new conditional tender price would be all cash he had no comment on whether cyacq plans to withdraw its current offer which is scheduled to expire midnight on march six dixon groups offer extends to march 17 reuter
4304,TRAIN,12-MAR-1987 11:57:49.06,['earn'],dayton hudson corpdh 4th qtr jan 31 oper net,oper shr 124 dlrs vs 155 dlrs oper net 120800000 vs 150100000 revs 312 billion vs 274 billion year oper shr 262 dlrs vs 289 dlrs oper net 255000000 vs 280500000 revs 926 billion vs 826 billion note 1986 period ended february one note results exclude earnings from discontinued operations of 90 mln dlrs or nine cts a share vs 32 mln dlrs or three cts a share in the quarter and 21 mln dlrs or two cts a share vs 31 mln dlrs or three cts a share for the year 1987 earnings exclude gain on sale of b dalton bookseller of 852 mln dlrs or 88 cts a share in each period 1987 earnings exclude extraordinary charge from purchase and redemption of debt of 126 mln dlrs or 13 cts a share in the quarter and 323 mln dlrs or 33 cts a share for the year reuter
4305,TRAIN,12-MAR-1987 11:58:27.66,"['veg-oil', 'palm-oil']",india buys rbd palm olein at tender,the indian state trading corp bought one or possibly two 6000 tonne cargoes of malaysian refined bleached deodorised palm olein at its vegetable oil import tender today for mar 15apr 15 shipment at 355 dlrs per tonne cif traders said reuter
4306,TRAIN,12-MAR-1987 11:59:57.07,['jobs'],spanish unemployment rises in february,the number of spanish registered unemployed rose by 15608 to 298 mln or 215 pct of the workforce in january in the sixth consecutive monthly increase the labour ministry said registered unemployed totalled 281 mln or 211 pct of the workforce in february 1986 reuter
4307,TRAIN,12-MAR-1987 12:01:44.86,['earn'],vse corp vsec 4th qtr net,shr 49 cts vs 39 cts net 886937 vs 892323 revs 259 mln vs 237 mln year shr 178 dlr vs 134 dlr net 3254301 vs 2472676 revs 1006 mln vs 874 mln note 1986 4th qtr and year net includes income loss of metcap subsidiary of 14881 dlrs and 311848 dlrs or 17 cts per share respectively 1985 4th qtr and year net includes loss in metcap unit of 108598 dlrs and 298412 dlrs or 16 cts per share respectively reuter
4308,TRAIN,12-MAR-1987 12:02:30.75,[],american century corp act gets injunction,american century corp said it was granted an injunction against merrill lynch and certain affiliates barring them from taking or selling any of the collateral for a 12 mln dlr line of credit extended by merrill american said state district judge fred biery granted the injunction in connection with a suit filed by ghstool against merrill lynch in november 1986 under the order merrill lynch is barred from taking or selling the collateral namely 32 pct of the outstanding american century shares plus real estate interests for the credit line extended to gh stool americans chairman john kerr and robert feldman a director with american the company said the suit seeks punitive and actual damanges from merrill lynch for fraud and refusing to honor what it contends was a binding commitment to a extend and increase the loan to provide the financing to acquire 100 pct of the american century shares reuter
4309,TRAIN,12-MAR-1987 12:04:14.49,[],anheuserbusch bud sells sinking fund debt,anheuserbusch cos is raising 150 mln dlrs through an offering of sinking fund debentures due 2017 yielding 8593 pct said sole manager dillon read and co inc the debentures have an 812 pct coupon and were priced at 99 to yield 97 basis points over the offtherun 914 pct treasury bonds of 2016 nonrefundable for 10 years the issue is rated aa3 by moodys and aaminus by s and p a sinking fund starting in 1998 to retire five pct of the debentures a year can be upped by 200 pct at the companys option giving them an estimated minimum life of 139 years and maximum of 205 years reuter
4310,TRAIN,12-MAR-1987 12:05:34.33,['acq'],security pacific spc buys orbanco orbn,security pacific corp said it completed its previously announced acquisition of orbanco financial services corp after receiving federal approval of the deal security pacific said the federal reserve board approved on wednesday its purchase of the portland orebased bank holding company and financial services concern the purchase of orbanco for about 47 mln dlrs in cash and common stock will be effective in 30 days a security pacific spokeswoman said terms call for each share of orbanco common stock to be exchanged for about 14 dlrs of security pacific common stock plus 150 dlrs cash each share of orbancos 100dlr par value preferred stock will be exchanged for 100 dlrs cash plus accrued dividends orbanco with one billion dlrs in assests is the holding company for the oregon bank orbanco real estate service co american data service inc and orbanco securities corp security pacific now has four major regional bank purchases outside california completed or pending security pacific bought the arizona bank with assets of four billion dlrs in the fourth quarter of 1986 pending approval currently is the purchase of rainier bancorporation rban with assets of 92 billion dlrs in anticipation of legislative changes that take effect in 1989 security pacific has also negotiated the future purchase of the nevada bank with assets of 615 mln dlrs security pacific is the sixth largest us bank holding company with assets of about 6160 billion dlrs reuter
4311,TRAIN,12-MAR-1987 12:05:46.37,[],sp downgrades canadas province of saskatchewan affects 168 billion us dlrs of debt,
4312,TRAIN,12-MAR-1987 12:06:30.11,[],businessland busl sells convertible debentures,businessland inc is raising 50 mln dlrs via an offering of convertible subordinated debentures due 2007 with a 512 pct coupon and par pricing said lead manager shearson lehman brothers inc the debentures are convertible into the companys common stock at 2050 dlrs a share representing a 2519 pct premium over the stock price when terms on the debt were set noncallable for two years the debt is rated b3 by moodys investors service inc the issue was increased from an initial offering of 40 mln dlrs reuter
4313,TRAIN,12-MAR-1987 12:09:06.55,['earn'],dranetz technologies inc dran year dec 31 net,shr 46 cts vs 77 cts qtly div six cts vs six cts prior net 2198469 vs 3635565 revs 231 mln vs 260 mln note 1986 net includes onetime charge of 249000 dlrs or five cts a share from discontinuation of boat sentry and lakontek products qtly div payable april 15 to shareholders of record march 24 reuter
4314,TRAIN,12-MAR-1987 12:09:17.45,"['grain', 'rice']",us to ask for share of japans rice market,us agriculture secretary richard lyng said he will ask japan to offer a share of its rice market to us exporters when he visits that country next month in an interview with reuters lyng also said the reagan administration will ask tokyo to remove its quotas on us beef and citrus exports lyng who plans to be in japan april 1427 said he will not ask tokyo to liberalize fully its rice market we will urge that they consider sharing their rice market he said the usda secretary would not say how big a share of the japanese rice market the us would request weve got none of it now if we got one per cent of it it would be a big improvement he said last year the reagan administration rejected a petition by the us rice industry seeking relief from japanese import restrictions however the us said it would reexamine the issue if by mid1987 japan did not roll back import barriers to us rice exports lyng said he would not be conducting formal negotiations next month with japan over their beef and citrus quotas but that his visit may be a forerunner in a general way to talks prior to expiration of the bilateral agreement in march 1988 he said however that the us will ask for a definite liberalization of those items beef and citrus when you translate liberalization into japanese it means do away with the quota reuter
4315,TRAIN,12-MAR-1987 12:11:08.35,"['acq', 'crude']",union pacific unp to sell part of refinery,union pacific corp said it will sign a pact in caracas on march 17 with petroleos de venezuela pdvsa to sell the state owned company half of its corpus christi texas refinery owned by its union pacifics champlin petroleum co subsidiary the sale will also include the related marketing and distribution system for the refinerys products a spokesman for the company said that a statement may be issued later today giving details of the transaction there was no immediate comment from pdvsa officials in new york the corpus christi refinery has a capacity of about 160000 barrels per day the union pacific spokesman said and is a largely upgraded facility but he would place no value on the transaction the additional acquisition of refinery and distribution assets by pdvsa has been expected as venezuela has been moving aggressively to enhance its role in the oil industry from producer to excpanding its presence in the downstream sector purchase of part of champlins operations also fits a profile which pdvsa officials have said previously they looked for in any acquisition one pdvsa official said the company was looking for independent oil companies with good refinery and distribution network and a strong regional presence the potential purchase of the interest in champlin followed its earlier acquisition of a part interest in southland corps slc citgo petroleum corp subsidiary in that agreement signed september 15 1986 pdvsa paid southland 290 mln dlrs for half of citgos stock the potetnital acquisition of half champlins corpus christi plant will also give venezuela an additional outlet for its crude oil production while giving the refiner an assured source of supply trade sources said in the earlier deal with southland pdvsa agredd to to supply citgo with at least 130000 bpd of crude oil and other feedstocks reuter
4316,TRAIN,12-MAR-1987 12:14:12.79,[],sp downgrades canadas province of saskatchewan,standard and poors corp said it downgraded canadas province of saskatchewan the action affects the equivalent of 168 billion us dlrs of debt s and p lowered the provinces longterm debt to aaminus from aa the rating agency said the action reflected a substantial increase in saskatchewans budget deficit for fiscal 1987 and prospects for greater taxsupported debt in the medium term s and p pointed out that the outlook for future revenue growth is constrained by general weakness in the provinces commoditybased economy because of low prices reuter
4317,TRAIN,12-MAR-1987 12:15:25.46,[],niagara mohawk nmk to replace nine mile valves,niagara mohawk power co said the existing balltype main steam isolation valves installed at unit two of the nine mile nuclear station will be replaced with standard ypattern globe valves this decision will delay startup of the power plant for about three to four months resulting in a delay in commercial operation of the plant to as late as the beginning of 1988 the utility said it previously had projected commercial operation in september the possibility of a delay to the first quarter 1988 was raised by rochester gas and electric corp rgs last week niagara mohawk said the delay will add to the plants cost at the rate of about 60 mln dlrs per month a spokesman said this includes a total of about 10 mln dlrs for removing the old valves and buying and installing the new ones the utility said the total anticipated cost of the plant is now about six billion dlrs up from the 587 billion dlrs projected previously this has increased the minimum overall disallowances under the settlement nine mile twos owners reached with new york state regulators to over 21 billion dlrs it added niagara mohawk has a 41 pct interest in nine mile two making its share of the disallowance about 11 billion dlrs before income tax effects long island lighting co lil and new york state electric and gas corp nge each have an 18 pct interest in the plant while rochester gas owns 14 pct and central hudson gas and electric corp cnh has nine pct the ball valves were manufactured by a gulf and western inc gw subsidiary which is now owned by crosby valve and gauge co a subsidiary of gearhart industries inc goi the spokesman said the niagara mohawk spokesman said the nine mile two owners are looking into the possibility that the valve supplier might have liability for the costs of the delays caused by the valves the utility said the replacement valves are manufactured by rockwell international inc rok the company said it spent considerable time testing and modifying the ball valves which until recently demonstrated potential for both improvement in performance and in ease of maintenance since activities to date have not yet proven to be completely successful and because of timing and resulting additional cost of achieving the leak tightness standard is uncertain we have no choice but to replace them niagara mohawk said of the ball valves reuter
4318,TRAIN,12-MAR-1987 12:16:23.23,['earn'],lands end inc leys year jan 31 net,shr 146 dlrs vs 113 dlrs net 14650000 vs 11270000 sales 265 mln vs 2271 mln avg shrs 10020000 vs 9980000 note earnings are pro forma including the increase in common shares that took place last october when the company went public through an initial offering of 14 mln shares avg shrs assume the shares sold to public and employees were outstanding during the entire period reuter
4319,TRAIN,12-MAR-1987 12:16:28.94,[],new bedford savings goes public,new bedford institution for savings said it completed its conversion to a stock form of ownership from a mutual savings bank in the conversion it said it issued 94 mln shares at 14375 dlrs each reuter
4320,TRAIN,12-MAR-1987 12:16:40.10,[],budapest bank issues bonds to expand resources,budapest bank rt has become the first of the commercial banks operating since january to issue bonds to expand its resources the official hungarian news agency mti said the sevenyear bonds totalling 500 mln forints may be taken up by companies cooperatives and enterprises mti said the interest rate will always be 05 points above that charged to commercial banks by the national bank of hungary for loans exceeding one year this years rate will thus be 11 pct the funds raised will be used to increase the banks investment loan offer for small and mediumsized companies reuter
4321,TRAIN,12-MAR-1987 12:16:52.73,[],first provident fpgiu gets contract,first provident group inc said it received a contract for over nine mln dlrs for the development of a 252unit apartment community complex here reuter
4322,TRAIN,12-MAR-1987 12:17:14.63,[],saabscania wins 15 mln dlr bus contract,saabscania ab of sweden said its saabscania of america inc unit was awarded a 15 mln dlr contract to supply transit busses to the transport services department of honolulu hawaii the company said it will supply 94 cn112 busses under the contract reuter
